"kaffebar_id","aar","maaned","maaned_nr","varme_dager","iskaffe_salg"
30,2023,3,27,6,335
30,2023,4,28,12,343
30,2023,5,29,17,357
30,2023,6,30,20,412
30,2023,7,31,25,427
30,2023,8,32,28,426
30,2023,9,33,19,346
30,2023,10,34,10,343
30,2023,11,35,7,311
30,2023,12,36,7,330
31,2021,1,1,0,180
31,2021,2,2,0,185
31,2021,3,3,0,183
31,2021,4,4,0,202
31,2021,5,5,9,204
31,2021,6,6,13,245
31,2021,7,7,20,266
31,2021,8,8,15,258
31,2021,9,9,6,204
31,2021,10,10,0,181
31,2021,11,11,0,165
31,2021,12,12,0,198
31,2022,1,13,0,190
31,2022,2,14,0,173
31,2022,3,15,0,198
31,2022,4,16,2,188
31,2022,5,17,5,157
31,2022,6,18,10,229
31,2022,7,19,15,293
31,2022,8,20,20,311
31,2022,9,21,8,208
31,2022,10,22,0,183
31,2022,11,23,0,164
31,2022,12,24,0,216
31,2023,1,25,0,211
31,2023,2,26,0,192
31,2023,3,27,0,193
31,2023,4,28,0,150
31,2023,5,29,6,201
31,2023,6,30,13,275
31,2023,7,31,17,268
31,2023,8,32,16,283
31,2023,9,33,5,178
31,2023,10,34,0,163
31,2023,11,35,0,161
31,2023,12,36,0,205
32,2021,1,1,3,219
32,2021,2,2,5,238
32,2021,3,3,3,204
32,2021,4,4,5,211
32,2021,5,5,11,271
32,2021,6,6,21,311
32,2021,7,7,23,359
32,2021,8,8,20,318
32,2021,9,9,13,247
32,2021,10,10,6,264
32,2021,11,11,3,198
32,2021,12,12,5,280
32,2022,1,13,5,222
32,2022,2,14,0,228
32,2022,3,15,0,204
32,2022,4,16,6,258
32,2022,5,17,11,247
32,2022,6,18,19,314
32,2022,7,19,25,345
32,2022,8,20,19,321
32,2022,9,21,12,308
32,2022,10,22,8,249
32,2022,11,23,3,231
32,2022,12,24,2,233
32,2023,1,25,0,211
32,2023,2,26,1,226
32,2023,3,27,2,210
32,2023,4,28,5,229
32,2023,5,29,13,261
32,2023,6,30,19,340
32,2023,7,31,27,354
32,2023,8,32,20,313
32,2023,9,33,14,274
32,2023,10,34,4,235
32,2023,11,35,5,240
32,2023,12,36,3,265
33,2021,1,1,1,189
33,2021,2,2,0,171
33,2021,3,3,0,201
33,2021,4,4,0,178
33,2021,5,5,8,248
33,2021,6,6,12,277
33,2021,7,7,16,262
33,2021,8,8,19,314
33,2021,9,9,14,252
33,2021,10,10,4,211
33,2021,11,11,0,169
33,2021,12,12,0,208
33,2022,1,13,2,223
33,2022,2,14,0,193
33,2022,3,15,3,176
33,2022,4,16,2,197
33,2022,5,17,6,200
33,2022,6,18,14,261
33,2022,7,19,21,278
33,2022,8,20,19,297
33,2022,9,21,14,276
33,2022,10,22,2,182
33,2022,11,23,0,168
33,2022,12,24,0,224
33,2023,1,25,1,195
33,2023,2,26,0,193
33,2023,3,27,1,181
33,2023,4,28,4,218
33,2023,5,29,10,252
33,2023,6,30,15,305
33,2023,7,31,20,300
33,2023,8,32,20,335
33,2023,9,33,9,230
33,2023,10,34,0,186
33,2023,11,35,0,160
33,2023,12,36,1,240
34,2021,1,1,4,227
34,2021,2,2,1,213
34,2021,3,3,3,235
34,2021,4,4,5,228
34,2021,5,5,10,257
34,2021,6,6,19,334
34,2021,7,7,21,328
34,2021,8,8,21,362
34,2021,9,9,15,307
34,2021,10,10,10,273
34,2021,11,11,4,197
34,2021,12,12,5,268
34,2022,1,13,4,234
34,2022,2,14,5,243
34,2022,3,15,8,287
34,2022,4,16,8,252
34,2022,5,17,13,284
34,2022,6,18,21,326
34,2022,7,19,24,357
34,2022,8,20,20,340
34,2022,9,21,15,300
34,2022,10,22,5,253
34,2022,11,23,4,240
34,2022,12,24,5,297
34,2023,1,25,3,236
34,2023,2,26,6,250
34,2023,3,27,3,224
34,2023,4,28,5,236
34,2023,5,29,11,261
34,2023,6,30,15,283
34,2023,7,31,22,322
34,2023,8,32,19,301
34,2023,9,33,15,262
34,2023,10,34,9,259
34,2023,11,35,6,239
34,2023,12,36,2,267
35,2021,1,1,2,207
35,2021,2,2,0,203
35,2021,3,3,0,240
35,2021,4,4,9,252
35,2021,5,5,11,238
35,2021,6,6,13,304
35,2021,7,7,25,328
35,2021,8,8,20,333
35,2021,9,9,6,237
35,2021,10,10,5,239
35,2021,11,11,2,227
35,2021,12,12,1,248
35,2022,1,13,0,205
35,2022,2,14,0,224
35,2022,3,15,2,231
35,2022,4,16,1,210
35,2022,5,17,10,261
35,2022,6,18,15,290
35,2022,7,19,22,368
35,2022,8,20,17,282
35,2022,9,21,12,300
35,2022,10,22,6,246
35,2022,11,23,0,216
35,2022,12,24,1,261
35,2023,1,25,0,210
35,2023,2,26,0,204
35,2023,3,27,2,226
35,2023,4,28,2,225
35,2023,5,29,9,251
35,2023,6,30,16,304
35,2023,7,31,21,347
35,2023,8,32,19,312
35,2023,9,33,13,287
35,2023,10,34,4,214
35,2023,11,35,0,185
35,2023,12,36,1,220
36,2021,1,1,6,309
36,2021,2,2,7,265
36,2021,3,3,6,274
36,2021,4,4,9,313
36,2021,5,5,11,308
36,2021,6,6,24,368
36,2021,7,7,28,403
36,2021,8,8,24,407
36,2021,9,9,15,304
36,2021,10,10,6,262
36,2021,11,11,5,275
36,2021,12,12,8,278
36,2022,1,13,8,314
36,2022,2,14,4,240
36,2022,3,15,10,310
36,2022,4,16,9,272
36,2022,5,17,15,302
36,2022,6,18,21,350
36,2022,7,19,26,409
36,2022,8,20,27,389
36,2022,9,21,17,322
36,2022,10,22,8,276
36,2022,11,23,6,301
36,2022,12,24,4,304
36,2023,1,25,7,297
36,2023,2,26,9,312
36,2023,3,27,6,273
36,2023,4,28,6,280
36,2023,5,29,13,326
36,2023,6,30,21,359
36,2023,7,31,25,373
36,2023,8,32,23,370
36,2023,9,33,15,299
36,2023,10,34,11,287
36,2023,11,35,1,252
36,2023,12,36,8,317
37,2021,1,1,6,279
37,2021,2,2,4,239
37,2021,3,3,5,243
37,2021,4,4,7,285
37,2021,5,5,12,270
37,2021,6,6,21,377
37,2021,7,7,25,351
37,2021,8,8,28,369
37,2021,9,9,17,297
37,2021,10,10,9,274
37,2021,11,11,6,243
37,2021,12,12,7,288
37,2022,1,13,9,283
37,2022,2,14,5,250
37,2022,3,15,5,245
37,2022,4,16,5,225
37,2022,5,17,14,294
37,2022,6,18,21,313
37,2022,7,19,25,394
37,2022,8,20,22,334
37,2022,9,21,16,322
37,2022,10,22,9,256
37,2022,11,23,5,246
37,2022,12,24,8,310
37,2023,1,25,6,286
37,2023,2,26,6,266
37,2023,3,27,2,240
37,2023,4,28,9,267
37,2023,5,29,15,307
37,2023,6,30,21,365
37,2023,7,31,21,306
37,2023,8,32,23,353
37,2023,9,33,17,292
37,2023,10,34,13,297
37,2023,11,35,7,265
37,2023,12,36,3,284
38,2021,1,1,0,168
38,2021,2,2,0,125
38,2021,3,3,0,153
38,2021,4,4,3,177
38,2021,5,5,6,185
38,2021,6,6,16,236
38,2021,7,7,14,229
38,2021,8,8,19,293
38,2021,9,9,6,199
38,2021,10,10,0,159
38,2021,11,11,0,163
38,2021,12,12,0,163
38,2022,1,13,0,141
38,2022,2,14,0,165
38,2022,3,15,0,141
38,2022,4,16,0,177
38,2022,5,17,8,163
38,2022,6,18,14,260
38,2022,7,19,17,270
38,2022,8,20,15,269
38,2022,9,21,11,226
38,2022,10,22,0,145
38,2022,11,23,0,150
38,2022,12,24,0,193
38,2023,1,25,0,182
38,2023,2,26,0,160
38,2023,3,27,0,170
38,2023,4,28,2,167
38,2023,5,29,7,200
38,2023,6,30,12,230
38,2023,7,31,20,284
38,2023,8,32,16,237
38,2023,9,33,9,192
38,2023,10,34,4,165
38,2023,11,35,0,158
38,2023,12,36,0,206
39,2021,1,1,7,263
39,2021,2,2,1,236
39,2021,3,3,2,228
39,2021,4,4,5,257
39,2021,5,5,13,342
39,2021,6,6,17,310
39,2021,7,7,19,332
39,2021,8,8,20,350
39,2021,9,9,11,293
39,2021,10,10,6,254
39,2021,11,11,3,229
39,2021,12,12,0,240
39,2022,1,13,2,265
39,2022,2,14,0,230
39,2022,3,15,6,246
39,2022,4,16,10,241
39,2022,5,17,13,281
39,2022,6,18,19,363
39,2022,7,19,24,373
39,2022,8,20,25,358
39,2022,9,21,12,280
39,2022,10,22,8,275
39,2022,11,23,7,246
39,2022,12,24,3,264
39,2023,1,25,5,262
39,2023,2,26,3,247
39,2023,3,27,1,245
39,2023,4,28,5,251
39,2023,5,29,11,271
39,2023,6,30,19,345
39,2023,7,31,17,321
39,2023,8,32,23,370
39,2023,9,33,13,294
39,2023,10,34,7,263
39,2023,11,35,5,246
39,2023,12,36,4,291
40,2021,1,1,0,157
40,2021,2,2,0,164
40,2021,3,3,0,180
40,2021,4,4,0,162
40,2021,5,5,4,197
40,2021,6,6,11,241
40,2021,7,7,13,255
40,2021,8,8,12,251
40,2021,9,9,4,202
40,2021,10,10,0,162
40,2021,11,11,0,141
40,2021,12,12,0,179
40,2022,1,13,0,169
40,2022,2,14,0,193
40,2022,3,15,0,187
40,2022,4,16,1,149
40,2022,5,17,1,148
40,2022,6,18,9,229
40,2022,7,19,14,226
40,2022,8,20,15,276
40,2022,9,21,7,226
40,2022,10,22,1,141
40,2022,11,23,0,178
40,2022,12,24,0,184
40,2023,1,25,0,200
40,2023,2,26,0,161
40,2023,3,27,0,193
40,2023,4,28,1,163
40,2023,5,29,4,166
40,2023,6,30,10,231
40,2023,7,31,17,226
40,2023,8,32,9,228
40,2023,9,33,6,231
40,2023,10,34,0,170
40,2023,11,35,0,159
40,2023,12,36,0,199
41,2021,1,1,0,130
41,2021,2,2,0,136
41,2021,3,3,0,147
41,2021,4,4,0,175
41,2021,5,5,6,200
41,2021,6,6,14,242
41,2021,7,7,14,233
41,2021,8,8,12,239
41,2021,9,9,7,202
41,2021,10,10,2,194
41,2021,11,11,0,139
41,2021,12,12,0,176
41,2022,1,13,0,144
41,2022,2,14,0,145
41,2022,3,15,0,151
41,2022,4,16,2,151
41,2022,5,17,2,152
41,2022,6,18,14,222
41,2022,7,19,16,255
41,2022,8,20,15,247
41,2022,9,21,5,191
41,2022,10,22,0,148
41,2022,11,23,0,150
41,2022,12,24,2,193
41,2023,1,25,0,144
41,2023,2,26,0,175
41,2023,3,27,0,163
41,2023,4,28,0,172
41,2023,5,29,6,197
41,2023,6,30,14,258
41,2023,7,31,16,248
41,2023,8,32,16,253
41,2023,9,33,5,182
41,2023,10,34,0,148
41,2023,11,35,0,155
41,2023,12,36,0,213
42,2021,1,1,0,244
42,2021,2,2,3,263
42,2021,3,3,7,254
42,2021,4,4,4,268
42,2021,5,5,7,238
42,2021,6,6,18,346
42,2021,7,7,22,343
42,2021,8,8,18,360
42,2021,9,9,11,264
42,2021,10,10,5,281
42,2021,11,11,3,247
42,2021,12,12,1,258
42,2022,1,13,3,246
42,2022,2,14,0,249
42,2022,3,15,3,255
42,2022,4,16,8,289
42,2022,5,17,10,268
42,2022,6,18,18,321
42,2022,7,19,21,372
42,2022,8,20,19,352
42,2022,9,21,8,280
42,2022,10,22,5,251
42,2022,11,23,6,281
42,2022,12,24,2,267
42,2023,1,25,3,230
42,2023,2,26,1,254
42,2023,3,27,0,237
42,2023,4,28,4,251
42,2023,5,29,8,265
42,2023,6,30,21,349
42,2023,7,31,20,319
42,2023,8,32,23,347
42,2023,9,33,11,281
42,2023,10,34,4,242
42,2023,11,35,1,209
42,2023,12,36,3,268
43,2021,1,1,0,152
43,2021,2,2,0,148
43,2021,3,3,0,152
43,2021,4,4,2,192
43,2021,5,5,6,160
43,2021,6,6,16,249
43,2021,7,7,22,262
43,2021,8,8,14,254
43,2021,9,9,10,212
43,2021,10,10,4,179
43,2021,11,11,0,136
43,2021,12,12,1,191
43,2022,1,13,0,149
43,2022,2,14,0,160
43,2022,3,15,0,156
43,2022,4,16,4,186
43,2022,5,17,9,213
43,2022,6,18,15,255
43,2022,7,19,19,285
43,2022,8,20,17,250
43,2022,9,21,7,185
43,2022,10,22,4,190
43,2022,11,23,3,173
43,2022,12,24,1,201
43,2023,1,25,1,148
43,2023,2,26,0,129
43,2023,3,27,3,140
43,2023,4,28,3,171
43,2023,5,29,5,179
43,2023,6,30,14,233
43,2023,7,31,18,248
43,2023,8,32,20,275
43,2023,9,33,8,201
43,2023,10,34,1,136
43,2023,11,35,0,136
43,2023,12,36,0,197
44,2021,1,1,3,212
44,2021,2,2,6,244
44,2021,3,3,4,232
44,2021,4,4,8,236
44,2021,5,5,10,276
44,2021,6,6,19,321
44,2021,7,7,21,306
44,2021,8,8,21,352
44,2021,9,9,12,296
44,2021,10,10,4,245
44,2021,11,11,0,190
44,2021,12,12,1,259
44,2022,1,13,0,208
44,2022,2,14,1,217
44,2022,3,15,2,228
44,2022,4,16,2,236
44,2022,5,17,11,248
44,2022,6,18,15,290
44,2022,7,19,19,336
44,2022,8,20,19,308
44,2022,9,21,15,273
44,2022,10,22,6,199
44,2022,11,23,0,211
44,2022,12,24,2,266
44,2023,1,25,7,248
44,2023,2,26,2,236
44,2023,3,27,0,209
44,2023,4,28,5,245
44,2023,5,29,7,237
44,2023,6,30,15,324
44,2023,7,31,23,352
44,2023,8,32,23,351
44,2023,9,33,15,270
44,2023,10,34,4,236
44,2023,11,35,3,181
44,2023,12,36,0,241
45,2021,1,1,0,186
45,2021,2,2,0,185
45,2021,3,3,0,161
45,2021,4,4,0,149
45,2021,5,5,5,210
45,2021,6,6,9,226
45,2021,7,7,13,234
45,2021,8,8,11,233
45,2021,9,9,5,229
45,2021,10,10,3,172
45,2021,11,11,0,160
45,2021,12,12,0,218
45,2022,1,13,0,186
45,2022,2,14,0,162
45,2022,3,15,0,152
45,2022,4,16,0,163
45,2022,5,17,5,169
45,2022,6,18,8,195
45,2022,7,19,15,259
45,2022,8,20,12,249
45,2022,9,21,7,203
45,2022,10,22,0,156
45,2022,11,23,0,196
45,2022,12,24,0,217
45,2023,1,25,0,165
45,2023,2,26,0,211
45,2023,3,27,0,194
45,2023,4,28,0,165
45,2023,5,29,5,185
45,2023,6,30,12,248
45,2023,7,31,19,282
45,2023,8,32,13,226
45,2023,9,33,6,213
45,2023,10,34,0,154
45,2023,11,35,2,173
45,2023,12,36,0,224
46,2021,1,1,9,307
46,2021,2,2,5,294
46,2021,3,3,9,284
46,2021,4,4,16,342
46,2021,5,5,17,347
46,2021,6,6,24,380
46,2021,7,7,27,401
46,2021,8,8,27,416
46,2021,9,9,18,370
46,2021,10,10,12,318
46,2021,11,11,9,290
46,2021,12,12,9,335
46,2022,1,13,10,338
46,2022,2,14,10,322
46,2022,3,15,13,308
46,2022,4,16,12,292
46,2022,5,17,16,331
46,2022,6,18,23,370
46,2022,7,19,30,414
46,2022,8,20,30,383
46,2022,9,21,18,334
46,2022,10,22,11,294
46,2022,11,23,7,307
46,2022,12,24,7,322
46,2023,1,25,9,319
46,2023,2,26,11,334
46,2023,3,27,7,290
46,2023,4,28,13,358
46,2023,5,29,21,368
46,2023,6,30,23,382
46,2023,7,31,29,404
46,2023,8,32,28,405
46,2023,9,33,20,365
46,2023,10,34,10,317
46,2023,11,35,10,331
46,2023,12,36,8,326
47,2021,1,1,0,219
47,2021,2,2,5,230
47,2021,3,3,2,232
47,2021,4,4,5,255
47,2021,5,5,9,271
47,2021,6,6,17,343
47,2021,7,7,19,341
47,2021,8,8,23,366
47,2021,9,9,10,274
47,2021,10,10,6,263
47,2021,11,11,2,229
47,2021,12,12,1,275
47,2022,1,13,3,252
47,2022,2,14,3,243
47,2022,3,15,3,224
47,2022,4,16,3,228
47,2022,5,17,8,266
47,2022,6,18,16,286
47,2022,7,19,24,386
47,2022,8,20,20,370
47,2022,9,21,12,330
47,2022,10,22,6,250
47,2022,11,23,3,251
47,2022,12,24,5,332
47,2023,1,25,3,240
47,2023,2,26,2,218
47,2023,3,27,5,275
47,2023,4,28,4,263
47,2023,5,29,9,274
47,2023,6,30,16,341
47,2023,7,31,24,342
47,2023,8,32,21,361
47,2023,9,33,12,299
47,2023,10,34,7,261
47,2023,11,35,5,245
47,2023,12,36,3,283
48,2021,1,1,0,190
48,2021,2,2,0,179
48,2021,3,3,0,172
48,2021,4,4,0,197
48,2021,5,5,3,182
48,2021,6,6,9,218
48,2021,7,7,14,238
48,2021,8,8,15,310
48,2021,9,9,8,237
48,2021,10,10,0,193
48,2021,11,11,0,183
48,2021,12,12,0,214
48,2022,1,13,0,177
48,2022,2,14,0,175
48,2022,3,15,0,178
48,2022,4,16,1,165
48,2022,5,17,1,160
48,2022,6,18,12,248
48,2022,7,19,12,227
48,2022,8,20,12,277
48,2022,9,21,2,210
48,2022,10,22,0,174
48,2022,11,23,0,196
48,2022,12,24,0,231
48,2023,1,25,0,182
48,2023,2,26,0,175
48,2023,3,27,0,207
48,2023,4,28,0,181
48,2023,5,29,2,193
48,2023,6,30,8,237
48,2023,7,31,16,276
48,2023,8,32,11,239
48,2023,9,33,3,209
48,2023,10,34,0,154
48,2023,11,35,0,154
48,2023,12,36,0,231
49,2021,1,1,0,217
49,2021,2,2,2,252
49,2021,3,3,2,221
49,2021,4,4,3,254
49,2021,5,5,7,265
49,2021,6,6,12,288
49,2021,7,7,19,333
49,2021,8,8,17,306
49,2021,9,9,13,293
49,2021,10,10,3,225
49,2021,11,11,1,246
49,2021,12,12,0,252
49,2022,1,13,0,252
49,2022,2,14,6,236
49,2022,3,15,3,226
49,2022,4,16,5,251
49,2022,5,17,12,306
49,2022,6,18,18,332
49,2022,7,19,19,339
49,2022,8,20,21,371
49,2022,9,21,11,307
49,2022,10,22,2,260
49,2022,11,23,4,253
49,2022,12,24,0,267
49,2023,1,25,0,232
49,2023,2,26,1,238
49,2023,3,27,2,252
49,2023,4,28,1,239
49,2023,5,29,11,308
49,2023,6,30,16,341
49,2023,7,31,18,360
49,2023,8,32,15,329
49,2023,9,33,12,306
49,2023,10,34,8,288
49,2023,11,35,3,251
49,2023,12,36,1,290
50,2021,1,1,0,235
50,2021,2,2,5,238
50,2021,3,3,4,236
50,2021,4,4,0,209
50,2021,5,5,7,239
50,2021,6,6,16,329
50,2021,7,7,25,339
50,2021,8,8,18,309
50,2021,9,9,12,277
50,2021,10,10,5,257
50,2021,11,11,3,200
50,2021,12,12,1,253
50,2022,1,13,4,244
50,2022,2,14,0,219
50,2022,3,15,3,235
50,2022,4,16,5,242
50,2022,5,17,13,254
50,2022,6,18,18,330
50,2022,7,19,24,398
50,2022,8,20,20,370
50,2022,9,21,12,297
50,2022,10,22,2,239
50,2022,11,23,0,211
50,2022,12,24,2,256
50,2023,1,25,1,229
50,2023,2,26,2,234
50,2023,3,27,2,226
50,2023,4,28,4,232
50,2023,5,29,7,271
50,2023,6,30,16,313
50,2023,7,31,24,334
50,2023,8,32,20,327
50,2023,9,33,9,240
50,2023,10,34,4,237
50,2023,11,35,3,243
50,2023,12,36,0,262
51,2021,1,1,0,168
51,2021,2,2,0,183
51,2021,3,3,0,174
51,2021,4,4,0,175
51,2021,5,5,3,146
51,2021,6,6,12,212
51,2021,7,7,14,232
51,2021,8,8,9,223
51,2021,9,9,5,188
51,2021,10,10,0,130
51,2021,11,11,0,152
51,2021,12,12,0,162
51,2022,1,13,0,159
51,2022,2,14,0,177
51,2022,3,15,0,136
51,2022,4,16,0,121
51,2022,5,17,1,153
51,2022,6,18,9,204
51,2022,7,19,18,254
51,2022,8,20,9,208
51,2022,9,21,3,197
51,2022,10,22,0,154
51,2022,11,23,0,193
51,2022,12,24,0,193
51,2023,1,25,0,157
51,2023,2,26,0,162
51,2023,3,27,0,172
51,2023,4,28,0,149
51,2023,5,29,1,150
51,2023,6,30,7,217
51,2023,7,31,15,241
51,2023,8,32,7,202
51,2023,9,33,3,171
51,2023,10,34,0,136
51,2023,11,35,0,136
51,2023,12,36,0,188
52,2021,1,1,0,208
52,2021,2,2,5,188
52,2021,3,3,0,195
52,2021,4,4,3,198
52,2021,5,5,6,185
52,2021,6,6,20,291
52,2021,7,7,22,323
52,2021,8,8,16,319
52,2021,9,9,11,253
52,2021,10,10,6,231
52,2021,11,11,0,174
52,2021,12,12,0,219
52,2022,1,13,2,199
52,2022,2,14,0,190
52,2022,3,15,2,210
52,2022,4,16,4,205
52,2022,5,17,7,239
52,2022,6,18,14,297
52,2022,7,19,19,278
52,2022,8,20,16,279
52,2022,9,21,10,229
52,2022,10,22,7,221
52,2022,11,23,1,187
52,2022,12,24,0,240
52,2023,1,25,0,161
52,2023,2,26,0,192
52,2023,3,27,0,200
52,2023,4,28,5,194
52,2023,5,29,12,266
52,2023,6,30,19,307
52,2023,7,31,22,314
52,2023,8,32,17,303
52,2023,9,33,9,232
52,2023,10,34,3,195
52,2023,11,35,0,144
52,2023,12,36,3,213
53,2021,1,1,0,161
53,2021,2,2,0,154
53,2021,3,3,0,178
53,2021,4,4,0,171
53,2021,5,5,4,161
53,2021,6,6,9,190
53,2021,7,7,15,243
53,2021,8,8,17,290
53,2021,9,9,10,223
53,2021,10,10,0,163
53,2021,11,11,0,157
53,2021,12,12,0,193
53,2022,1,13,0,159
53,2022,2,14,0,170
53,2022,3,15,0,160
53,2022,4,16,0,144
53,2022,5,17,8,187
53,2022,6,18,8,225
53,2022,7,19,16,289
53,2022,8,20,13,246
53,2022,9,21,5,196
53,2022,10,22,0,164
53,2022,11,23,0,137
53,2022,12,24,0,182
53,2023,1,25,0,161
53,2023,2,26,0,188
53,2023,3,27,0,192
53,2023,4,28,0,144
53,2023,5,29,2,178
53,2023,6,30,8,239
53,2023,7,31,13,252
53,2023,8,32,12,250
53,2023,9,33,3,169
53,2023,10,34,3,155
53,2023,11,35,0,137
53,2023,12,36,0,210
54,2021,1,1,0,218
54,2021,2,2,0,183
54,2021,3,3,0,196
54,2021,4,4,4,249
54,2021,5,5,4,209
54,2021,6,6,12,290
54,2021,7,7,18,342
54,2021,8,8,17,351
54,2021,9,9,7,253
54,2021,10,10,1,211
54,2021,11,11,0,212
54,2021,12,12,0,246
54,2022,1,13,0,207
54,2022,2,14,0,220
54,2022,3,15,2,227
54,2022,4,16,1,209
54,2022,5,17,4,251
54,2022,6,18,10,267
54,2022,7,19,17,334
54,2022,8,20,17,339
54,2022,9,21,8,260
54,2022,10,22,4,236
54,2022,11,23,0,211
54,2022,12,24,1,286
54,2023,1,25,0,235
54,2023,2,26,0,214
54,2023,3,27,0,217
54,2023,4,28,5,255
54,2023,5,29,5,247
54,2023,6,30,14,304
54,2023,7,31,17,321
54,2023,8,32,16,287
54,2023,9,33,6,244
54,2023,10,34,3,202
54,2023,11,35,1,204
54,2023,12,36,0,271
55,2021,1,1,0,168
55,2021,2,2,0,206
55,2021,3,3,0,171
55,2021,4,4,1,173
55,2021,5,5,3,181
55,2021,6,6,8,216
55,2021,7,7,15,223
55,2021,8,8,12,260
55,2021,9,9,5,212
55,2021,10,10,2,181
55,2021,11,11,0,161
55,2021,12,12,0,207
55,2022,1,13,0,189
55,2022,2,14,0,186
55,2022,3,15,0,175
55,2022,4,16,0,144
55,2022,5,17,3,190
55,2022,6,18,15,247
55,2022,7,19,12,244
55,2022,8,20,13,231
55,2022,9,21,5,192
55,2022,10,22,2,162
55,2022,11,23,0,185
55,2022,12,24,0,226
55,2023,1,25,0,201
55,2023,2,26,0,174
55,2023,3,27,2,203
55,2023,4,28,0,171
55,2023,5,29,2,205
55,2023,6,30,11,255
55,2023,7,31,16,222
55,2023,8,32,18,284
55,2023,9,33,9,222
55,2023,10,34,1,174
55,2023,11,35,0,187
55,2023,12,36,0,198
56,2021,1,1,7,221
56,2021,2,2,4,186
56,2021,3,3,2,211
56,2021,4,4,5,215
56,2021,5,5,11,266
56,2021,6,6,18,269
56,2021,7,7,21,325
56,2021,8,8,22,345
56,2021,9,9,13,260
56,2021,10,10,9,231
56,2021,11,11,0,195
56,2021,12,12,2,265
56,2022,1,13,1,227
56,2022,2,14,5,253
56,2022,3,15,5,209
56,2022,4,16,8,235
56,2022,5,17,8,201
56,2022,6,18,16,284
56,2022,7,19,24,332
56,2022,8,20,21,344
56,2022,9,21,13,246
56,2022,10,22,4,201
56,2022,11,23,5,185
56,2022,12,24,5,244
56,2023,1,25,4,197
56,2023,2,26,3,240
56,2023,3,27,2,227
56,2023,4,28,8,261
56,2023,5,29,11,228
56,2023,6,30,17,283
56,2023,7,31,23,306
56,2023,8,32,23,326
56,2023,9,33,11,243
56,2023,10,34,8,243
56,2023,11,35,1,189
56,2023,12,36,2,252
57,2021,1,1,0,203
57,2021,2,2,0,148
57,2021,3,3,0,139
57,2021,4,4,0,165
57,2021,5,5,0,136
57,2021,6,6,8,210
57,2021,7,7,13,211
57,2021,8,8,14,263
57,2021,9,9,5,182
57,2021,10,10,0,172
57,2021,11,11,0,129
57,2021,12,12,0,168
57,2022,1,13,0,130
57,2022,2,14,0,140
57,2022,3,15,0,159
57,2022,4,16,1,139
57,2022,5,17,0,136
57,2022,6,18,7,205
57,2022,7,19,12,215
57,2022,8,20,10,231
57,2022,9,21,6,196
57,2022,10,22,0,138
57,2022,11,23,0,158
57,2022,12,24,0,178
57,2023,1,25,0,152
57,2023,2,26,0,139
57,2023,3,27,0,139
57,2023,4,28,0,180
57,2023,5,29,1,189
57,2023,6,30,8,231
57,2023,7,31,17,220
57,2023,8,32,14,241
57,2023,9,33,3,161
57,2023,10,34,1,151
57,2023,11,35,0,156
57,2023,12,36,0,209
58,2021,1,1,0,144
58,2021,2,2,0,153
58,2021,3,3,0,155
58,2021,4,4,0,183
58,2021,5,5,3,141
58,2021,6,6,8,203
58,2021,7,7,15,246
58,2021,8,8,11,252
58,2021,9,9,5,208
58,2021,10,10,0,181
58,2021,11,11,0,131
58,2021,12,12,0,184
58,2022,1,13,0,189
58,2022,2,14,0,188
58,2022,3,15,0,143
58,2022,4,16,0,147
58,2022,5,17,2,169
58,2022,6,18,9,225
58,2022,7,19,16,275
58,2022,8,20,15,274
58,2022,9,21,6,205
58,2022,10,22,0,169
58,2022,11,23,0,158
58,2022,12,24,0,209
58,2023,1,25,0,146
58,2023,2,26,0,177
58,2023,3,27,0,180
58,2023,4,28,0,134
58,2023,5,29,3,195
58,2023,6,30,7,202
58,2023,7,31,13,219
58,2023,8,32,14,236
58,2023,9,33,1,150
58,2023,10,34,0,140
58,2023,11,35,0,145
58,2023,12,36,0,210
59,2021,1,1,0,222
59,2021,2,2,0,208
59,2021,3,3,3,223
59,2021,4,4,4,242
59,2021,5,5,9,241
59,2021,6,6,15,299
59,2021,7,7,21,307
59,2021,8,8,18,314
59,2021,9,9,9,239
59,2021,10,10,6,263
59,2021,11,11,2,216
59,2021,12,12,2,267
59,2022,1,13,3,196
59,2022,2,14,0,205
59,2022,3,15,1,221
59,2022,4,16,3,185
59,2022,5,17,12,260
59,2022,6,18,13,270
59,2022,7,19,23,339
59,2022,8,20,18,316
59,2022,9,21,10,241
59,2022,10,22,5,213
59,2022,11,23,0,220
59,2022,12,24,5,276
59,2023,1,25,0,200
59,2023,2,26,0,190
59,2023,3,27,1,200
59,2023,4,28,4,206
59,2023,5,29,11,252
59,2023,6,30,18,338
59,2023,7,31,18,281
59,2023,8,32,16,299
59,2023,9,33,10,251
59,2023,10,34,7,258
59,2023,11,35,0,191
59,2023,12,36,0,230
60,2021,1,1,0,121
60,2021,2,2,0,146
60,2021,3,3,0,132
60,2021,4,4,4,158
60,2021,5,5,11,191
60,2021,6,6,12,220
60,2021,7,7,20,246
60,2021,8,8,18,265
60,2021,9,9,11,211
60,2021,10,10,3,172
60,2021,11,11,0,129
60,2021,12,12,0,203
60,2022,1,13,0,156
60,2022,2,14,1,160
60,2022,3,15,5,180
60,2022,4,16,2,148
60,2022,5,17,6,183
60,2022,6,18,13,226
60,2022,7,19,18,259
